,prod_name,HS6,Balance_mean,Unnamed: 0,q,co_quantity
208,"Steel, alloy: flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), hot-rolled",722691,1.57e-05,5068048038,558566.372,8.7694920404
209,"Steel, alloy: bars and rods, of high speed steel",722810,0.056063931,6030485153,61841.515,3467.078429895465
210,"Nickel: tubes and pipes, of nickel alloys",750712,0.078005542,6323261655,19862.029,1549.3483373647177
211,"Nickel: wire, of nickel alloys",750522,0.078217379,7598145872,38669.729,3024.644849020291
212,Escalators and moving walkways,842840,0.000424345,3648698328,103079.902,43.74144101419
213,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620",262099,0.003974927,2765317835,3337189.335,13265.083991803544
214,"Boilers: vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402",840219,0.153477851,9370375184,76971.87299999999,11813.477655484921
215,"Medical, surgical instruments and appliances: scintigraphic apparatus",901814,3.24e-06,4250572547,4126.032,0.01336834368
216,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles: not combined with sound recording or reproducing apparatus",852729,1.48e-06,12143174650,11886.957,0.01759269636
217,"Projectors, cinematographic: whether or not incorporating sound recording or reproducing apparatus",900720,1.98e-06,5907727935,1961.1100000000001,0.0038829978000000003
218,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only",910211,0.004607696,22237148827,120634.476,555.8469925272959
219,"Pocket watches and other watches, including stop-watches: (excluding wrist-watches), other than those of heading no. 9101, other than electrically operated",910299,2.14e-06,13824906925,3355.92,0.0071816688
220,Washing machines: parts for household or laundry-type,845090,0.000111284,18880257714,264133.608,29.393844432672
221,"Clocks: (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated",910591,2.2e-06,9882252181,11670.67,0.025675474
222,Shavers: with self-contained electric motor,851010,2.37e-07,12924440857,49663.779,0.011770315623
223,"Clocks: (excluding those with watch movements and instrument panel clocks), wall clocks, other than electrically operated",910529,2.16e-06,12766981183,9305.111,0.020099039760000003
224,"Vehicles: spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1000cc but not exceeding 1500cc",870322,2.34e-05,23641670736,7542575.731,176.49627210539998
225,"Vehicles: compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity exceeding 2500cc",870333,0.000179395,17180603083,2243668.203,402.50285727718506
226,Line telephone sets with cordless handsets,851711,0.001508479,14955699406,25653.278000000002,38.697431144162
227,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles: combined with sound recording or reproducing apparatus",852721,1.44e-06,16152741892,66501.686,0.09576242784
228,"Musical instruments: keyboard, (other than accordions), the sound of which is produced or must be amplified electrically",920710,1.43e-06,13644303873,72906.908,0.10425687844
229,Machine-tools: for threading or tapping by removing metal,845970,0.007241317,7379009713,6200.374,44.898873652557995
230,"Ovens: microwave, of a kind used for domestic purposes",851650,0.000139169,19673723627,473840.491,65.94390729197899
231,Ferro-alloys: ferro-molybdenum,720270,0.114613846,2693769394,84725.774,9710.746813466805
232,Weighing machines: personal (including baby scales) and household scales,842310,2.22e-06,18236143878,199873.327,0.44371878593999997
233,Dish washing machines: of other than household type,842219,2.74e-06,12526824576,30369.809,0.08321327666
234,Textile machinery: winding (including weft-winding) or reeling machines,844540,0.000340041,4751824542,48198.663,16.389521565183003
235,"Machines: for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",844790,0.000441431,8831726445,40721.15,17.97557796565
236,"Machine-tools: for milling by removing metal, not knee-type, other than numerically controlled",845969,0.002574799,8976480661,35609.28,91.68673853471999
237,Bromides and bromide oxides: other than item no. 2827.51,282759,0.248651761,4243710265,176454.47699999998,43875.71644238399
238,"Machine-tools: for milling by removing metal, (not knee-type), numerically controlled",845961,1.63e-05,6428777450,159871.759,2.6059096716999997
239,Cash registers,847050,2.83e-06,15488583227,38840.997,0.10992002151000001
240,"Clock movements: complete and assembled, electrically operated",910910,2.15e-06,4635987591,13043.796,0.028044161400000003
241,"Wrist-watches: electrically operated, with or without a stop-watch, with case of precious metal or metal clad with precious metal, without mechanical display",910119,0.004591874,8748554766,2688.778,12.346529789972
242,"Pocket watches and other watches, including stop-watches: (excluding wrist-watches), other than those of heading no. 9101, electrically operated",910291,2.15e-06,8533412620,3808.161,0.00818754615
243,"Chlorides: other than of ammonium, calcium, magnesium, aluminium and nickel",282739,0.388943826,10463382399,908782.53,353465.35422015976
244,"Elevators and conveyors: continuous-action, for goods or materials, bucket type, n.e.c. in item no. 8428.20 or 8428.31",842832,0.000757868,6386441260,31890.665,24.16891450222
245,Sulphates: n.e.c. in item no. 2833.2,283329,0.191337372,11860192991,2831926.025,541853.2833219063
246,Lighting sets: of a kind used for Christmas trees,940530,1.53e-06,9519010547,245823.432,0.37610985096
247,"Acids: saturated acyclic monocarboxylic acids: palmitic acid, stearic acid, their salts and esters",291570,0.095252792,11248255643,575501.97,54818.16944400024
248,"Electro-thermic appliances: toasters, of a kind used for domestic purposes",851672,1.81e-07,13491217695,109822.962,0.019877956122
249,"Phosphates: (other than of mono- or disodium, other than of potassium or of calcium hydrogenorthophosphate (dicalcium phosphate) and excluding other phosphates of calcium), whether or not chemically defined",283529,0.316072008,8374370009,193109.693,61036.56843077355
250,Hair-removing appliances: with self-contained electric motor,851030,2.38e-07,10908813443,26313.255,0.00626255469
251,"Catalysts, supported: reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included",381519,0.056999991,9020313848,430386.683,24532.037057519854
252,"Machine-tools: way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",845910,0.008249909,4048074263,32503.581000000002,268.151585424129
253,"Pocket-watches and other watches, including stop-watches: (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, electrically operated",910191,1.99e-06,4177543210,389.382,0.00077487018
254,Complex cyanides,283720,0.369373105,3711655326,16010.399000000001,5913.810790918895
255,Acids: saturated acyclic monocarboxylic acids: acetic acid and its salts n.e.c. in item no. 2915.2,291529,0.21656389,8654172972,140123.087,30345.60079952843
256,"Acids: acyclic polycarboxylic acids: oxalic acid, its salts and esters",291711,0.332584775,5549612364,102745.53,34171.59897730575
257,Cobalt oxides and hydroxides: commercial cobalt oxides,282200,0.698672644,3104437300,351879.053,245848.26832772614
258,"Textile machinery: for extruding, drawing, texturing or cutting man-made textile materials",844400,0.000133361,5073568227,34943.537,4.660105037857
259,"Clocks: (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated",910511,2.21e-06,7932321647,30422.125,0.06723289625000001
260,Nitrates: of other than potassium,283429,0.238645489,8867985259,914901.883,218337.20725555578
261,Iodides and iodide oxides,282760,0.176049117,6531621374,16272.471,2864.754150958107
262,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602: n.e.c. in heading no. 6603",660390,0.00017123,9405537568,139479.343,23.88304790189
263,"Lighting or visual signalling equipment: electrical, of a kind used on bicycles, excluding articles of heading no. 8539",851210,1.59e-06,10820664790,37213.899,0.059170099409999996
264,Carbonates: n.e.c. in heading no. 2836 and other than lithium or strontium,283699,0.451408614,9876445564,903906.474,408031.168613967
265,"Nickel: unwrought, alloys",750220,0.085502792,3551142298,62476.902,5341.949556510383
266,Fluorides: other than of aluminium,282619,0.508620505,5728471273,116251.76699999999,59128.032438682334
267,"Cobalt: mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders",810520,0.31911757,4502833667,385182.056,122918.36171832393
268,"Office machines: for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",847230,2.66e-06,4552139394,7696.025,0.020471426499999997
269,Lithium oxide and hydroxide,282520,0.254685014,2983167099,88631.261,22573.05394862265
270,"Watch movements: complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated",910811,1.99e-06,3864926285,1969.099,0.00391850701
271,"Tools, hand: straight saw blades, for working metal",820291,0.00506944,11550453477,9845.377,49.91054797888
272,Zinc ores and concentrates,260800,0.000665022,2951260068,11401035.854,7581.939665698788
273,Hair-dressing apparatus: electro-thermic hair dryers,851631,2.4e-07,15625687268,126842.08,0.030442099199999996
274,Copper ores and concentrates,260300,0.006874694,3224404830,31664229.981,217681.8918650008
275,Nickel ores and concentrates,260400,0.001590742,1361710135,51185263.760000005,81422.54884410993
276,"Machine-tools: grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, other than numerically controlled",846029,0.001614995,9666329285,24378.807,39.371651410965
277,Aluminium ores and concentrates,260600,0.000810213,3580403478,148704895.849,120482.63978050584
278,Ores and concentrates n.e.c. in chapter 26: other than antimony,261790,0.078885835,3447292892,88973.05,7018.71334174675
279,"Clocks: with watch movements, other than electrically operated, excluding clocks of heading no. 9104",910390,2.19e-06,7516065507,1112.769,0.0024369641100000002
280,"Printing machinery: letterpress, other than reel-fed, excluding flexographic printing",844315,6.48e-06,2218677163,7759.688999999999,0.050282784719999994
281,Ferrous waste and scrap: n.e.c. in heading no. 7204,720449,1.07e-06,9744145161,76443860.881,81.79493114267
282,Ferrous waste and scrap: of alloy steel (excluding stainless),720429,2.36e-05,6485665997,6677026.36,157.577822096
283,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",910212,0.004562946,11955872206,59594.692,271.927361482632
284,"Lathes: for removing metal, horizontal, other than numerically controlled",845819,0.000143515,7935697975,45220.049,6.489755332235
285,Sewing machines: of the household type,845210,2.21e-06,14958214464,87669.986,0.19375066906000002
286,"Calculating machines: electronic, (not incorporating a printing device), needing an external power source",847029,3.76e-06,5912754658,3466.83,0.0130352808
287,"Vehicles: compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity not exceeding 1500cc",870331,5.28e-05,10506483511,1619116.79,85.489366512
288,"Air conditioning machines: comprising a motor-driven fan and elements for changing the temperature and humidity, window or wall types, self-contained or split-system",841510,0.001658052,22023680972,1430582.939,2371.9809031748277
289,Cathode-ray tube monitors: other than of a kind solely or principally used in an automatic data processing system of heading 84.71,852849,0.000141185,11405590398,8013.358,1.1313659492300001
290,"Vehicles: spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",870321,2.23e-05,18468514001,3514447.258,78.3721738534
291,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: incorporating a monochrome video display or screen",852873,1.54e-05,7409438201,47565.632,0.7325107328
292,"Medical, surgical instruments and appliances: magnetic resonance imaging apparatus",901813,4.6e-05,8378488307,54329.404,2.499152584
293,"Steel, alloy: semi-finished products",722490,0.077354047,6166121272,3556647.585,275121.08445252647
294,"Printing machinery: offset, n.e.c. in item no. 8443.1",844313,2.06e-05,10889824292,157452.908,3.2435299048
295,"Vehicles: spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1",870431,2.06e-05,12060049624,2881104.469,59.3507520614
296,"Aeroplanes and other aircraft: of an unladen weight exceeding 2000kg but not exceeding 15,000kg",880230,0.016130059,2423577823,9923.947,160.07385062287298
297,"Lathes: for removing metal, other than horizontal or numerically controlled lathes",845899,0.001592399,8336908223,36878.645,58.72551741935499
298,"Carbides: whether or not chemically defined, other than of calcium or silicon",284990,0.099433015,4430280225,23277.75,2314.57686491625
299,Machine-tools: for honing or lapping,846040,0.003860954,6278985194,13478.607,52.040281611078
300,"Machine-tools: sharpening (tool or cutter grinding) machines, numerically controlled",846031,0.005735171,4081929630,10850.159,62.227517242188995
301,"Aeroplanes and other aircraft: of an unladen weight exceeding 15,000kg",880240,0.003729927,2499125422,87344.933,325.79022390989104
302,Boilers: watertube boilers with a steam production exceeding 45t per hour,840211,0.156094604,2823794998,82259.083,12840.198986288131
303,"Knitting machines: circular, with cylinder diameter not exceeding 165mm",844711,0.000337211,3052948267,5112.171,1.7238802950810002
304,"Steel, alloy: ingots and other primary forms",722410,0.078094495,3227644489,304420.121,23773.535617333895
305,Boilers: watertube boilers with a steam production not exceeding 45t per hour,840212,0.153084469,4625267155,52014.474,7962.608132604307
306,"Machine-tools: planing machines, and other machine-tools n.e.c. in heading no. 8461: working by removing metal, sinistered metal carbides or cerments.",846190,0.001540912,9707416193,17497.621,26.962294170352
307,"Ceramic wares: for laboratory, chemical or other technical uses, of porcelain or china",690911,0.029086515,9016132154,39278.547,1142.4760464937049
308,"Brazing or soldering machines and apparatus: other than soldering irons and guns, whether or not capable of cutting",851519,2.38e-07,12121705343,7839.659,0.0018658388419999998
309,"Washing machines: household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg",845019,0.001250081,10184215133,33813.803,42.269992668042995
310,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",848640,0.000136502,5030609123,56858.804000000004,7.761340463608
311,"Waste and scrap of primary cells, primary batteries and electric accumulators: spent primary cells, spent primary batteries and spent electric accumulators",854810,0.072563799,4746416458,1014479.541,73614.48950273625
312,Radio-broadcast receivers n.e.c. in heading no. 8527: not combined with sound recording or reproducing apparatus but combined with a clock,852792,1.17e-06,5713778581,10129.382,0.01185137694
313,Textile machinery: spinning machines,844520,0.00049362,2921153092,102169.672,50.43299349264
314,"Washing machines: household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",845011,3.02e-05,19299593180,2373290.416,71.67337056320001
315,Centrifuges: clothes-dryers,842112,4.31e-06,7524392994,9110.434,0.03926597054
316,Drying machines: of a dry linen capacity not exceeding 10kg,845121,1.22e-05,11099839933,464338.949,5.6649351778
317,"Calculating machines: electronic, incorporating a printing device, needing an external source of power",847021,3.79e-06,4082917766,4002.138,0.01516810302
318,"Ferrous waste and scrap: turnings, shavings, chips, milling waste, sawdust, fillings, trimmings and stampings, whether or not in bundles",720441,3.28e-05,3998474027,9279487.926,304.3672039728
319,"Knitting machines: flat, stitch-bonding machines",844720,0.000432271,4300368477,32558.217,14.073973020807001
320,"Vehicles: for transport of goods, n.e.c. in heading no. 8704",870490,2e-05,7914632285,171761.193,3.4352238600000002
321,Video recording or reproducing apparatus: magnetic tape-type,852110,1.98e-06,6820357232,2099.452,0.004156914960000001
322,"Washing machines: household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg",845012,0.000492815,7817369475,121044.067,59.65233187860499
323,Drying machines: of a dry linen capacity exceeding 10kg,845129,1.23e-05,11413175115,315566.81200000003,3.8814717876000007
324,"Refrigerating or freezing equipment: parts, furniture designed to receive refrigerating or freezing equipment",841891,0.001780611,9837689944,33426.208,59.519073653088
325,"Machine-tools: shaping or slotting machines, working by removing metal, sintered metal carbides or cermets",846120,0.003003499,4108706804,16536.209,49.666487195291
326,"Slag, granulated (slag sand): from the manufacture or iron or steel",261800,0.005998006,3212761935,27166664.614,162945.8173547597
327,Radio broadcast receivers capable of operating without an external power source: pocket-size radio cassette-players,852712,1.07e-06,4480653190,4597.941,0.00491979687
328,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",260200,0.025451692,3190773853,44510385.911,1132864.6330079115
329,"Nickel: plates, sheets, strip and foil, of nickel alloys",750620,0.077167219,6283338586,50914.463,3928.927516588397
330,"Printing machinery: offset, reel-fed",844311,2.03e-05,7244486202,39925.758,0.8104928874
331,Sound recording or reproducing apparatus: telephone answering machines,851950,0.001499341,2254803054,601.023,0.901138425843
332,"Machine-tools: gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets",846140,0.000602635,5008819387,33650.01,20.27867377635
333,"Clocks: (excluding those with watch movements and instrument panel clocks), alarm clocks, other than electrically operated",910519,2.21e-06,6303537326,2152.3940000000002,0.004756790740000001
334,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides",721050,0.037408897,3887062481,1372187.898,51332.03574092851
335,Ferro-alloys: n.e.c. in heading no. 7202,720299,0.278606495,4981294399,323236.656,90055.83178368073
336,Printing machinery: flexographic,844316,1.01e-05,6206777900,85730.985,0.8658829485
337,"Photographic laboratory apparatus and equipment: n.e.c. in item no. 9010.10, for photographic (including cinematographic) laboratories: negatoscopes",901050,1.99e-06,6388854068,4777.924,0.00950806876
338,"Catalysts, supported: reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included",381512,0.001622529,6031018972,87194.689,141.47591154848098
339,"Steel, alloy: flat-rolled, width 600mm or more, hot-rolled, in coils",722530,1.58e-06,3462139533,10402222.491,16.435511535779998
340,"Steel, alloy: flat-rolled, width 600mm or more, cold-rolled",722550,7.18e-05,4499219828,3316805.078,238.1466046004
341,"Machine-tools: for milling by removing metal, knee-type, numerically controlled",845951,0.006598923,1672509000,4519.119,29.821318308836997
342,Heating apparatus: electric storage heating radiators,851621,1.15e-06,5278599159,17640.961,0.020287105149999998
343,"Machine-tools: flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, other than numerically controlled",846019,0.000949604,7578590182,49571.172000000006,47.07298321588801
344,"Clock movements: complete and assembled, other than electrically operated",910990,2.08e-06,4867818248,23761.033,0.04942294864
345,"Lathes: for removing metal, horizontal, numerically controlled",845811,0.000399137,8174794233,195750.597,78.131306034789
346,Blankets: electric,630110,2.23e-06,6977869586,22701.988,0.050625433239999997
347,"Watch movements: complete and assembled, not automatic winding or electrically operated",910890,1.98e-06,3623724178,562.89,0.0011145222
348,"Cells and batteries: primary, parts thereof",850690,0.142929429,9821076358,28848.033,4123.232884463157
349,Photographic flashlight apparatus: n.e.c. in heading no. 9006,900669,4.61e-06,7300956803,27272.875,0.12572795375
350,"Image projectors, photographic enlargers and reducers, excluding cinematographic",900850,1.99e-06,7437421425,5170.062,0.01028842338
351,"Turbines: steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW",840682,0.134580669,2149064104,11622.075,1564.1066286681753
352,"Machine-tools: for boring-milling by removing metal, numerically controlled",845931,0.000242333,2827836574,37712.868,9.139072441044002
353,"Machine-tools: for milling by removing metal, knee-type, other than numerically controlled",845959,0.006453434,3531415388,7468.314,48.196271490276004
354,"Machine-tools: for boring-milling by removing metal, other than numerically controlled",845939,0.000213935,4702784610,11944.673999999999,2.55538383219
355,Office machines: duplicating machines,847210,2.66e-06,3554314005,5318.094,0.01414613004
356,Textile machinery: involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445,844590,0.000340628,4518192666,19307.478,6.576667616183999
357,"Machines: unit construction machines (single station), for working metal",845720,0.005059464,2620451165,8002.933,40.490551407911994
358,Printing machinery: gravure,844317,9.11e-06,2381673798,10549.369,0.09610475159
359,"Watch movements: complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display",910819,1.91e-06,2417579801,11757.156,0.022456167960000002
360,"Lathes: for removing metal, numerically controlled, other than horizontal lathes",845891,0.000588332,4757419754,68820.194,40.489122376408005
361,"Machine-tools: for drilling by removing metal, numerically controlled",845921,0.011817569,4002444791,59793.619,706.615218292211
362,"Textile machinery: n.e.c. in heading no. 8445, for preparing textile fibres",844519,0.000329886,3874565696,23121.161,7.627347317646
363,Weaving machines (looms): for weaving fabrics of a width 30cm or less,844610,0.000354464,2457281414,5349.861,1.896333129504
364,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, power looms",844621,0.001724884,1316858322,11221.151,19.355183821484
365,Textile machinery: carding machines for preparing textile fibres,844511,0.001318236,2503312647,24176.889,31.870845447803998
366,"Watch movements: complete and assembled, electrically operated, by means of solar cells, with opto-electronic display",910812,2.03e-06,1230727337,7897.719,0.01603236957
367,Textile machinery: doubling or twisting machines,844530,0.001640953,2347710544,12876.762999999999,21.130162875138996
368,Nickel oxides and hydroxides,282540,0.007102387,2049614285,16737.829,118.87853909782301
369,"Knitting machines: circular, with cylinder diameter exceeding 165mm",844712,0.006549339,2820624961,18687.252,122.38914832642801
370,"Turbines: steam and other vapour turbines, (for other than marine propulsion), of an output exceeding 40MW",840681,0.132778808,1354353774,53309.064,7078.313973515712
371,"Catalysts, supported: reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included",381511,0.002206681,4195072943,89455.379,197.39948518709897
372,"Magnetic media: cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",852321,0.000783933,12049148917,9240.196,7.243694570868
373,"Printing machinery: offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)",844312,1.12e-05,3516550649,10048.714,0.1125455968
374,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227",722790,5.7e-05,4950095100,5191923.068,295.939614876
375,"Metal: catalysts in the form of wire cloth or grill, of platinum",711510,0.059368804,1705989130,910.116,54.032498421263995
376,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, electrolytically plated or coated with zinc",722591,0.214334744,1584110073,1025834.4029999999,219871.95415339782
377,"Steel, stainless: ingots and other primary forms",721810,0.019825607,4353565332,86925.828,1723.3573040775957
378,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms",844629,0.001877217,1997516910,5123.017,9.617014603689
379,Textile machinery: combing machines for preparing textile fibres,844512,0.007552704,850627496,8477.14,64.02532918656
380,"Slag, ash and residues: (not from the manufacture of iron or steel), containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds",262060,0.022766073,280431787,583.32,13.279905702360002
381,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly copper",262030,0.002174492,2184927020,758425.059,1649.1892233950282
382,"Turbines: steam and other vapour turbines, for marine propulsion",840610,0.138779265,971756198,1173.5349999999999,162.862324751775
383,"Slag, dross: (other than granulated slag), scalings and other waste from the manufacture of iron or steel",261900,0.005299547,2812416973,5469221.808,28984.398024920978
384,"Steel, alloy: flat-rolled, width less than 600mm, of high speed steel",722620,0.061180279,2106978754,6813.428,416.84742598641196
385,Cobalt: waste and scrap,810530,0.260813758,1114532185,6914.018,1803.271017459644
386,Ferro-alloys: ferro-nickel,720260,0.230630767,1759790626,4610422.67,1063305.3165762878
387,Ferro-alloys: ferro-silico-chromium,720250,0.058353856,615156088,47160.427,2751.992766056512
388,Cobalt ores and concentrates,260500,0.036318972,587923990,28280.377999999997,1027.114256731416
389,Ferrous products: remelting scrap ingots,720450,0.000598085,1057973310,307868.37200000003,184.13145526762003
390,Textile machinery: drawing or roving machines for preparing textile fibres,844513,5.38e-05,1124046593,10928.548,0.5879558824000001
